"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_13506_0339cdaa","__export__.cdn_icd9_13506_0339cdaa","52.12","Open biopsy of pancreas","Open pancreatic biopsy"
"__export__.cdn_icd9_13507_9728f57f","__export__.cdn_icd9_13507_9728f57f","52.13","Endoscopic retrograde pancreatography [ERP]","Endosc retro pancreatog"
"__export__.cdn_icd9_13508_7b995e87","__export__.cdn_icd9_13508_7b995e87","52.14","Closed [endoscopic] biopsy of pancreatic duct","Clo endosc bx pancre duc"
"__export__.cdn_icd9_13509_2d430554","__export__.cdn_icd9_13509_2d430554","52.19","Other diagnostic procedures on pancreas","Pancreatic dx proc NEC"
"__export__.cdn_icd9_13510_1529ce63","__export__.cdn_icd9_13510_1529ce63","52.21","Endoscopic excision or destruction of lesion or tissue of pancreatic duct","Endosc destr pancrea les"
"__export__.cdn_icd9_13511_aedd6358","__export__.cdn_icd9_13511_aedd6358","52.22","Other excision or destruction of lesion or tissue of pancreas or pancreatic duct","Other destru pancrea les"
"__export__.cdn_icd9_13512_2c479d1f","__export__.cdn_icd9_13512_2c479d1f","52.3","Marsupialization of pancreatic cyst","Pancreat cyst marsupiali"
"__export__.cdn_icd9_13513_65f16c3d","__export__.cdn_icd9_13513_65f16c3d","52.4","Internal drainage of pancreatic cyst","Int drain pancreat cyst"
"__export__.cdn_icd9_13514_8b7ab585","__export__.cdn_icd9_13514_8b7ab585","52.51","Proximal pancreatectomy","Proximal pancreatectomy"
"__export__.cdn_icd9_13515_1d716b6c","__export__.cdn_icd9_13515_1d716b6c","52.52","Distal pancreatectomy","Distal pancreatectomy"
"__export__.cdn_icd9_13516_c9a5da75","__export__.cdn_icd9_13516_c9a5da75","52.53","Radical subtotal pancreatectomy","Rad subtot pancreatectom"
"__export__.cdn_icd9_13517_09225eb6","__export__.cdn_icd9_13517_09225eb6","52.59","Other partial pancreatectomy","Partial pancreatect NEC"
"__export__.cdn_icd9_13518_67a4d945","__export__.cdn_icd9_13518_67a4d945","52.6","Total pancreatectomy","Total pancreatectomy"
"__export__.cdn_icd9_13519_d9cefa65","__export__.cdn_icd9_13519_d9cefa65","52.7","Radical pancreaticoduodenectomy","Rad pancreaticoduodenect"
"__export__.cdn_icd9_13520_f8ca875b","__export__.cdn_icd9_13520_f8ca875b","52.80","Pancreatic transplant, not otherwise specified","Pancreat transplant NOS"
"__export__.cdn_icd9_13521_bf7cbd97","__export__.cdn_icd9_13521_bf7cbd97","52.81","Reimplantation of pancreatic tissue","Reimplant pancreatic tis"
"__export__.cdn_icd9_13522_40ad2050","__export__.cdn_icd9_13522_40ad2050","52.82","Homotransplant of pancreas","Pancreatic homotransplan"
"__export__.cdn_icd9_13523_f23c3a62","__export__.cdn_icd9_13523_f23c3a62","52.83","Heterotransplant of pancreas","Pancreatic heterotranspl"
"__export__.cdn_icd9_13524_d816e355","__export__.cdn_icd9_13524_d816e355","52.84","Autotransplantation of cells of Islets of Langerhans","Autotrnsplnt islets lang"
"__export__.cdn_icd9_13525_fe93ee0a","__export__.cdn_icd9_13525_fe93ee0a","52.85","Allotransplantation of cells of Islets of Langerhans","Allotrnsplnt islets lang"
"__export__.cdn_icd9_13526_fd10152b","__export__.cdn_icd9_13526_fd10152b","52.86","Transplantation of cells of Islets of Langerhans, not otherwise specified","Trnsplnt islets lang NOS"
"__export__.cdn_icd9_13527_2be7423f","__export__.cdn_icd9_13527_2be7423f","52.92","Cannulation of pancreatic duct","Cannulation pancrea duc"
"__export__.cdn_icd9_13528_cacd6c66","__export__.cdn_icd9_13528_cacd6c66","52.93","Endoscopic insertion of stent (tube) into pancreatic duct","Endosc inser panc stent"
"__export__.cdn_icd9_13529_b03f1076","__export__.cdn_icd9_13529_b03f1076","52.94","Endoscopic removal of stone(s) from pancreatic duct","Endosc remove panc stone"
"__export__.cdn_icd9_13530_1c8eb3cb","__export__.cdn_icd9_13530_1c8eb3cb","52.95","Other repair of pancreas","Pancreatic repair NEC"
"__export__.cdn_icd9_13531_7489cc28","__export__.cdn_icd9_13531_7489cc28","52.96","Anastomosis of pancreas","Pancreatic anastomosis"
"__export__.cdn_icd9_13532_d13f0d68","__export__.cdn_icd9_13532_d13f0d68","52.97","Endoscopic insertion of nasopancreatic drainage tube","Endosc inser nasopan tub"
"__export__.cdn_icd9_13533_3ea06080","__export__.cdn_icd9_13533_3ea06080","52.98","Endoscopic dilation of pancreatic duct","Endosc dil pancreat duct"
"__export__.cdn_icd9_13534_d9973a31","__export__.cdn_icd9_13534_d9973a31","52.99","Other operations on pancreas","Pancreatic operation NEC"
"__export__.cdn_icd9_13535_9082664a","__export__.cdn_icd9_13535_9082664a","53.00","Unilateral repair of inguinal hernia, not otherwise specified","Unilat ing hern rep NOS"
"__export__.cdn_icd9_13536_322c947d","__export__.cdn_icd9_13536_322c947d","53.01","Other and open repair of direct inguinal hernia","Opn rep dir ing hern NEC"
"__export__.cdn_icd9_13537_33d02c27","__export__.cdn_icd9_13537_33d02c27","53.02","Other and open repair of indirect inguinal hernia","Opn rep ind ing hern NEC"
"__export__.cdn_icd9_13538_23058d67","__export__.cdn_icd9_13538_23058d67","53.03","Other and open repair of direct inguinal hernia with graft or prosthesis","Opn dir ing hern-gft NEC"
"__export__.cdn_icd9_13539_5835208d","__export__.cdn_icd9_13539_5835208d","53.04","Other and open repair of indirect inguinal hernia with graft or prosthesis","Opn ind ing hern-gft NEC"
"__export__.cdn_icd9_13540_f1740891","__export__.cdn_icd9_13540_f1740891","53.05","Repair of inguinal hernia with graft or prosthesis, not otherwise specified","Ing hernia rep-graft NOS"
"__export__.cdn_icd9_13541_d0440085","__export__.cdn_icd9_13541_d0440085","53.10","Bilateral repair of inguinal hernia, not otherwise specified","Bilat ing hernia rep NOS"
"__export__.cdn_icd9_13542_545267e1","__export__.cdn_icd9_13542_545267e1","53.11","Other and open bilateral repair of direct inguinal hernia","Opn bil dir ing hern NEC"
"__export__.cdn_icd9_13543_4089bd33","__export__.cdn_icd9_13543_4089bd33","53.12","Other and open bilateral repair of indirect inguinal hernia","Opn bil ind ing hern NEC"
"__export__.cdn_icd9_13544_e78406fe","__export__.cdn_icd9_13544_e78406fe","53.13","Other and open bilateral repair of inguinal hernia, one direct and one indirect","Opn bi dr/in ing hrn NEC"
"__export__.cdn_icd9_13545_2d181bf7","__export__.cdn_icd9_13545_2d181bf7","53.14","Other and open bilateral repair of direct inguinal hernia with graft or prosthesis","Opn bi dr ing hrn-gr NEC"
"__export__.cdn_icd9_13546_4e16078c","__export__.cdn_icd9_13546_4e16078c","53.15","Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis","Op bi in ing hrn-grf NEC"
"__export__.cdn_icd9_13547_62663aac","__export__.cdn_icd9_13547_62663aac","53.16","Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis","Op bi dr/in ig hr-gr NEC"
"__export__.cdn_icd9_13548_3bc54456","__export__.cdn_icd9_13548_3bc54456","53.17","Bilateral inguinal hernia repair with graft or prosthesis, not otherwise specified","Bil ing hrn rep-grft NOS"
"__export__.cdn_icd9_13549_744c8f62","__export__.cdn_icd9_13549_744c8f62","53.21","Unilateral repair of femoral hernia with graft or prosthesis","Unil femor hrn rep-grft"
"__export__.cdn_icd9_13550_16314220","__export__.cdn_icd9_13550_16314220","53.29","Other unilateral femoral herniorrhaphy","Unil femor hern rep NEC"
"__export__.cdn_icd9_13551_605f4914","__export__.cdn_icd9_13551_605f4914","53.31","Bilateral repair of femoral hernia with graft or prosthesis","Bil fem hern repair-grft"
"__export__.cdn_icd9_13552_10fdae9d","__export__.cdn_icd9_13552_10fdae9d","53.39","Other bilateral femoral herniorrhaphy","Bil fem hern repair NEC"
"__export__.cdn_icd9_13553_9b7027a0","__export__.cdn_icd9_13553_9b7027a0","53.41","Other and open repair of umbilical hernia with graft or prosthesis","Opn rep umb hrn-grft NEC"
"__export__.cdn_icd9_13554_6f54625a","__export__.cdn_icd9_13554_6f54625a","53.42","Laparoscopic repair of umbilical hernia with graft or prosthesis","Lap umbil hernia-graft"
"__export__.cdn_icd9_13555_dba4b1cb","__export__.cdn_icd9_13555_dba4b1cb","53.43","Other laparoscopic umbilical herniorrhaphy","Lap umbilical hernia NEC"
"__export__.cdn_icd9_13556_b3fc7a24","__export__.cdn_icd9_13556_b3fc7a24","53.49","Other open umbilical herniorrhaphy","Open rep umbil hern NEC"
"__export__.cdn_icd9_13557_82dbf4f8","__export__.cdn_icd9_13557_82dbf4f8","53.51","Incisional hernia repair","Incisional hernia repair"
"__export__.cdn_icd9_13558_a6ea7663","__export__.cdn_icd9_13558_a6ea7663","53.59","Repair of other hernia of anterior abdominal wall","Abd wall hern repair NEC"
"__export__.cdn_icd9_13559_4648d88f","__export__.cdn_icd9_13559_4648d88f","53.61","Other open incisional hernia repair with graft or prosthesis","Open incis hern-grft NEC"
"__export__.cdn_icd9_13560_33883794","__export__.cdn_icd9_13560_33883794","53.62","Laparoscopic incisional hernia repair with graft or prosthesis","Lap incis hern repr-grft"
"__export__.cdn_icd9_13561_de64f77a","__export__.cdn_icd9_13561_de64f77a","53.63","Other laparoscopic repair of other hernia of anterior abdominal wall with graft or prosthesis","Lap hern ant abd-gft NEC"
"__export__.cdn_icd9_13562_3fa4ed81","__export__.cdn_icd9_13562_3fa4ed81","53.69","Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis","Opn hern ant abd-grf NEC"
"__export__.cdn_icd9_13563_49c2c47f","__export__.cdn_icd9_13563_49c2c47f","53.71","Laparoscopic repair of diaphragmatic hernia, abdominal approach","Lap abd rep-diaphr hern"
"__export__.cdn_icd9_13564_73a8176b","__export__.cdn_icd9_13564_73a8176b","53.72","Other and open repair of diaphragmatic hernia, abdominal approach","Opn abd diaphrm hern NEC"
"__export__.cdn_icd9_13565_d3183e4d","__export__.cdn_icd9_13565_d3183e4d","53.75","Repair of diaphragmatic hernia, abdominal approach, not otherwise specified","Abd rep-diaphr hern NOS"
"__export__.cdn_icd9_13566_099eb76a","__export__.cdn_icd9_13566_099eb76a","53.80","Repair of diaphragmatic hernia with thoracic approach, not otherwise specified","Thor rep-diaph hern NOS"
"__export__.cdn_icd9_13567_ad168801","__export__.cdn_icd9_13567_ad168801","53.81","Plication of the diaphragm","Diaphragmatic plication"
"__export__.cdn_icd9_13568_b9301e0f","__export__.cdn_icd9_13568_b9301e0f","53.82","Repair of parasternal hernia","Parastern hernia repair"
"__export__.cdn_icd9_13569_c962af1e","__export__.cdn_icd9_13569_c962af1e","53.83","Laparoscopic repair of diaphragmatic hernia, with thoracic approach","Lap thorc app-diaph hern"
"__export__.cdn_icd9_13570_cf835536","__export__.cdn_icd9_13570_cf835536","53.84","Other and open repair of diaphragmatic hernia, with thoracic approach","Opn thorc diaph hern NEC"
"__export__.cdn_icd9_13571_6227bb76","__export__.cdn_icd9_13571_6227bb76","53.9","Other hernia repair","Other hernia repair"
"__export__.cdn_icd9_13572_a8dce433","__export__.cdn_icd9_13572_a8dce433","54.0","Incision of abdominal wall","Abdominal wall incision"
"__export__.cdn_icd9_13573_0629c1c1","__export__.cdn_icd9_13573_0629c1c1","54.11","Exploratory laparotomy","Exploratory laparotomy"
"__export__.cdn_icd9_13574_484cac0d","__export__.cdn_icd9_13574_484cac0d","54.12","Reopening of recent laparotomy site","Reopen recent lap site"
"__export__.cdn_icd9_13575_215840f1","__export__.cdn_icd9_13575_215840f1","54.19","Other laparotomy","Laparotomy NEC"
"__export__.cdn_icd9_13576_288f6423","__export__.cdn_icd9_13576_288f6423","54.21","Laparoscopy","Laparoscopy"
"__export__.cdn_icd9_13577_88c067bd","__export__.cdn_icd9_13577_88c067bd","54.22","Biopsy of abdominal wall or umbilicus","Abdominal wall biopsy"
"__export__.cdn_icd9_13578_1edc067e","__export__.cdn_icd9_13578_1edc067e","54.23","Biopsy of peritoneum","Peritoneal biopsy"
"__export__.cdn_icd9_13579_7d59cce3","__export__.cdn_icd9_13579_7d59cce3","54.24","Closed [percutaneous] [needle] biopsy of intra-abdominal mass","Closed intra-abd mass bx"
"__export__.cdn_icd9_13580_4bf667d6","__export__.cdn_icd9_13580_4bf667d6","54.25","Peritoneal lavage","Peritoneal lavage"
"__export__.cdn_icd9_13581_1ba82c78","__export__.cdn_icd9_13581_1ba82c78","54.29","Other diagnostic procedures on abdominal region","Abd region dx proc NEC"
"__export__.cdn_icd9_13582_1a381bd1","__export__.cdn_icd9_13582_1a381bd1","54.3","Excision or destruction of lesion or tissue of abdominal wall or umbilicus","Destruct abd wall lesion"
"__export__.cdn_icd9_13583_b124e814","__export__.cdn_icd9_13583_b124e814","54.4","Excision or destruction of peritoneal tissue","Destruct peritoneal tiss"
"__export__.cdn_icd9_13584_51a998e8","__export__.cdn_icd9_13584_51a998e8","54.51","Laparoscopic lysis of peritoneal adhesions","Lap periton adhesiolysis"
"__export__.cdn_icd9_13585_05bdb399","__export__.cdn_icd9_13585_05bdb399","54.59","Other lysis of peritoneal adhesions","Oth periton adhesiolysis"
"__export__.cdn_icd9_13586_283eff22","__export__.cdn_icd9_13586_283eff22","54.61","Reclosure of postoperative disruption of abdominal wall","Reclose post op disrupt"
"__export__.cdn_icd9_13587_609d4421","__export__.cdn_icd9_13587_609d4421","54.62","Delayed closure of granulating abdominal wound","Delayed clos abd wound"
"__export__.cdn_icd9_13588_12b0f185","__export__.cdn_icd9_13588_12b0f185","54.63","Other suture of abdominal wall","Abd wall suture NEC"
"__export__.cdn_icd9_13589_e206d1fa","__export__.cdn_icd9_13589_e206d1fa","54.64","Suture of peritoneum","Peritoneal suture"
"__export__.cdn_icd9_13590_a76e7add","__export__.cdn_icd9_13590_a76e7add","54.71","Repair of gastroschisis","Repair of gastroschisis"
"__export__.cdn_icd9_13591_71715072","__export__.cdn_icd9_13591_71715072","54.72","Other repair of abdominal wall","Abdomen wall repair NEC"
"__export__.cdn_icd9_13592_1951780e","__export__.cdn_icd9_13592_1951780e","54.73","Other repair of peritoneum","Peritoneal repair NEC"
"__export__.cdn_icd9_13593_6d43e1a4","__export__.cdn_icd9_13593_6d43e1a4","54.74","Other repair of omentum","Omental repair NEC"
"__export__.cdn_icd9_13594_25c0ca8f","__export__.cdn_icd9_13594_25c0ca8f","54.75","Other repair of mesentery","Mesenteric repair NEC"
"__export__.cdn_icd9_13595_778b31d3","__export__.cdn_icd9_13595_778b31d3","54.91","Percutaneous abdominal drainage","Percu abdominal drainage"
"__export__.cdn_icd9_13596_bda8e84e","__export__.cdn_icd9_13596_bda8e84e","54.92","Removal of foreign body from peritoneal cavity","Remove FB from periton"
"__export__.cdn_icd9_13597_9a6d3780","__export__.cdn_icd9_13597_9a6d3780","54.93","Creation of cutaneoperitoneal fistula","Create cutanperiton fist"
"__export__.cdn_icd9_13598_13a79454","__export__.cdn_icd9_13598_13a79454","54.94","Creation of peritoneovascular shunt","Creat peritoneovas shunt"
"__export__.cdn_icd9_13599_ebc05461","__export__.cdn_icd9_13599_ebc05461","54.95","Incision of peritoneum","Peritoneal incision"
"__export__.cdn_icd9_13600_f0f90d70","__export__.cdn_icd9_13600_f0f90d70","54.96","Injection of air into peritoneal cavity","Injec air-periton cavity"
"__export__.cdn_icd9_13601_bc1805cc","__export__.cdn_icd9_13601_bc1805cc","54.97","Injection of locally-acting therapeutic substance into peritoneal cavity","Inj therap subst periton"
"__export__.cdn_icd9_13602_117407d9","__export__.cdn_icd9_13602_117407d9","54.98","Peritoneal dialysis","Peritoneal dialysis"
"__export__.cdn_icd9_13603_9c57a7d2","__export__.cdn_icd9_13603_9c57a7d2","54.99","Other operations of abdominal region","Abdomen region ops NEC"
"__export__.cdn_icd9_13604_ae6f5333","__export__.cdn_icd9_13604_ae6f5333","55.01","Nephrotomy","Nephrotomy"
"__export__.cdn_icd9_13605_2d7034c6","__export__.cdn_icd9_13605_2d7034c6","55.02","Nephrostomy","Nephrostomy"
"__export__.cdn_icd9_13606_6c18d371","__export__.cdn_icd9_13606_6c18d371","55.03","Percutaneous nephrostomy without fragmentation","Percu nephrostm w/o frag"
"__export__.cdn_icd9_13607_050b7aa9","__export__.cdn_icd9_13607_050b7aa9","55.04","Percutaneous nephrostomy with fragmentation","Percu nephrostmy w frag"
"__export__.cdn_icd9_13608_588a5081","__export__.cdn_icd9_13608_588a5081","55.11","Pyelotomy","Pyelotomy"
"__export__.cdn_icd9_13609_e61438fc","__export__.cdn_icd9_13609_e61438fc","55.12","Pyelostomy","Pyelostomy"
"__export__.cdn_icd9_13610_c9cee45a","__export__.cdn_icd9_13610_c9cee45a","55.21","Nephroscopy","Nephroscopy"
"__export__.cdn_icd9_13611_6f44c5bd","__export__.cdn_icd9_13611_6f44c5bd","55.22","Pyeloscopy","Pyeloscopy"
"__export__.cdn_icd9_13612_091ddd36","__export__.cdn_icd9_13612_091ddd36","55.23","Closed [percutaneous] [needle] biopsy of kidney","Closed renal biopsy"
"__export__.cdn_icd9_13613_a6ab9cc6","__export__.cdn_icd9_13613_a6ab9cc6","55.24","Open biopsy of kidney","Open renal biopsy"
"__export__.cdn_icd9_13614_1d382eac","__export__.cdn_icd9_13614_1d382eac","55.29","Other diagnostic procedures on kidney","Renal diagnost proc NEC"
"__export__.cdn_icd9_13615_eb80514f","__export__.cdn_icd9_13615_eb80514f","55.31","Marsupialization of kidney lesion","Renal les marsupializat"
"__export__.cdn_icd9_13616_2d6651fa","__export__.cdn_icd9_13616_2d6651fa","55.32","Open ablation of renal lesion or tissue","Opn abltn renal les/tiss"
"__export__.cdn_icd9_13617_63491083","__export__.cdn_icd9_13617_63491083","55.33","Percutaneous ablation of renal lesion or tissue","Perc abltn renl les/tiss"
"__export__.cdn_icd9_13618_d07d7417","__export__.cdn_icd9_13618_d07d7417","55.34","Laparoscopic ablation of renal lesion or tissue","Lap abltn renal les/tiss"
"__export__.cdn_icd9_13619_37242286","__export__.cdn_icd9_13619_37242286","55.35","Other and unspecified ablation of renal lesion or tissue","Abltn renal les/tiss NEC"
"__export__.cdn_icd9_13620_71bb26a2","__export__.cdn_icd9_13620_71bb26a2","55.39","Other local destruction or excision of renal lesion or tissue","Loc destr renal les NEC"
"__export__.cdn_icd9_13621_e66cb0f3","__export__.cdn_icd9_13621_e66cb0f3","55.4","Partial nephrectomy","Partial nephrectomy"
"__export__.cdn_icd9_13622_c3ba11f7","__export__.cdn_icd9_13622_c3ba11f7","55.51","Nephroureterectomy","Nephroureterectomy"
"__export__.cdn_icd9_13623_2222287e","__export__.cdn_icd9_13623_2222287e","55.52","Nephrectomy of remaining kidney","Solitary kidney nephrect"
